userID,itemID,prediction
0,250,3.271533727645874
0,65,3.24794602394104
0,1949,3.152092933654785
0,467,2.9078426361083984
0,292,2.8130242824554443
1,65,3.444553852081299
1,250,3.1264617443084717
1,1949,3.0334954261779785
1,292,2.916132688522339
1,2006,2.789365768432617
2,65,3.2705941200256348
2,1949,3.1404848098754883
2,467,2.898826837539673
2,292,2.825671672821045
2,320,2.816704511642456
3,567,5.176248550415039
3,533,4.8552141189575195
3,595,4.723265647888184
3,536,4.714221954345703
3,419,4.625810146331787
4,65,3.322448253631592
4,250,3.238393545150757
4,1949,3.1162619590759277
4,292,2.8543190956115723
4,467,2.8510706424713135
5,250,3.2958664894104004
5,65,3.235236644744873
5,1949,3.1591179370880127
5,467,2.927910804748535
5,320,2.846053123474121
6,65,3.3095126152038574
6,250,3.2478368282318115
6,1949,3.1239635944366455
6,467,2.8639843463897705
6,292,2.8515734672546387
7,65,3.2719109058380127
7,250,3.269808053970337
7,1949,3.1434764862060547
7,467,2.895409107208252
7,292,2.8278911113739014
8,250,3.30853533744812
8,65,3.2285051345825195
8,1949,3.1639068126678467
8,467,2.9356942176818848
8,320,2.8603429794311523
9,65,3.4050469398498535
9,250,3.2037594318389893
9,1949,3.073929786682129
9,292,2.90460205078125
9,2006,2.7988669872283936
10,250,3.2977657318115234
10,1949,3.158153772354126
10,467,2.9243452548980713
10,320,2.8483939170837402
10,292,2.8105382919311523
11,250,3.2976436614990234
11,65,3.238090991973877
11,1949,3.155662775039673
11,467,2.924236297607422
11,320,2.847844362258911
12,65,3.329475164413452
12,250,3.278202772140503
12,1949,3.1218504905700684
12,467,2.873257637023926
12,320,2.816417932510376
13,65,3.2897298336029053
13,250,3.265894651412964
13,1949,3.1383533477783203
13,467,2.8926165103912354
13,292,2.8332064151763916
14,250,3.309253454208374
14,65,3.244842529296875
14,1949,3.1615054607391357
14,467,2.93131947517395
14,320,2.8633906841278076
15,250,3.2812674045562744
15,65,3.2747154235839844
15,1949,3.141308307647705
15,467,2.899911880493164
15,292,2.829854726791382
16,65,3.377418041229248
16,250,3.2281970977783203
16,1949,3.0907907485961914
16,292,2.898080587387085
16,467,2.8186850547790527
17,250,3.3241636753082275
17,65,3.205389976501465
17,1949,3.1729183197021484
17,467,2.9586005210876465
17,320,2.8818140029907227
18,250,3.282719612121582
18,65,3.27774977684021
18,1949,3.1375880241394043
18,467,2.8974967002868652
18,292,2.8334524631500244
19,65,3.4817025661468506
19,250,3.1738569736480713
19,1949,3.0481820106506348
19,292,2.962740421295166
19,2006,2.8183176517486572
20,65,3.2993385791778564
20,250,3.2562522888183594
20,1949,3.1231305599212646
20,467,2.873997211456299
20,292,2.8405661582946777
21,65,3.2929129600524902
21,250,3.2532737255096436
21,1949,3.1261467933654785
21,467,2.875349521636963
21,292,2.8389956951141357
22,65,3.2965121269226074
22,250,3.284546136856079
22,1949,3.1352438926696777
22,467,2.891312599182129
22,292,2.847858428955078
23,65,3.2737903594970703
23,250,3.2563819885253906
23,1949,3.131044864654541
23,467,2.8877975940704346
23,292,2.827483654022217
24,250,3.3698480129241943
24,1949,3.22149920463562
24,65,3.123147487640381
24,467,3.0291342735290527
24,320,2.9492619037628174
25,250,3.43021559715271
25,1949,3.2815699577331543
25,467,3.1275360584259033
25,320,3.028231143951416
25,65,2.987333297729492
26,250,3.543466567993164
26,1949,3.329348564147949
26,320,3.1723899841308594
26,481,3.1024398803710938
26,419,3.0768327713012695
27,250,3.2808847427368164
27,65,3.197882890701294
27,1949,3.1634819507598877
27,467,2.936302423477173
27,320,2.831226110458374
28,65,3.3373167514801025
28,250,3.216310739517212
28,1949,3.104923963546753
28,467,2.833423614501953
28,2006,2.771862030029297
29,250,3.7895517349243164
29,419,3.6347100734710693
29,481,3.622405529022217
29,467,3.572464942932129
29,1949,3.5318925380706787
30,65,3.314718723297119
30,250,3.2257320880889893
30,1949,3.111063003540039
30,467,2.848233938217163
30,292,2.847053289413452
31,250,3.403095245361328
31,1949,3.24537992477417
31,65,3.0802347660064697
31,467,3.064173460006714
31,320,2.9884884357452393
32,65,3.3969995975494385
32,250,3.2242159843444824
32,1949,3.0857133865356445
32,292,2.912403106689453
